episode,collision,success,total_reward,episode_duration_s,steps,avg_speed_ms,lane_changes,speed_compliance,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate
26,True,False,5.457303716474392,2.127814531326294,7,0.328242,3,1.0,0.12913242,0.36293277,-1,-1,0.0
27,True,False,1.7318458796913934,1.0086545944213867,3,0.25908542,3,1.0,0.261283,0.31319726,-1,-1,0.0
28,True,False,4.5131982854932815,1.7685248851776123,6,0.31266302,2,1.0,0.13854992,0.3125,-1,-1,0.0
29,True,False,8.486852143565471,2.948543071746826,10,0.34064344,2,1.0,0.109777234,0.36431947,-1,-1,0.0
30,True,False,1.6189746202276665,0.9204936027526855,3,0.24651875,2,1.0,0.2730672,0.31193057,-1,-1,0.0
31,True,False,3.785869749415208,1.517622470855713,5,0.35492522,1,1.0,0.12994882,0.3125,-1,-1,0.0
32,True,False,4.506768237268005,1.7957487106323242,6,0.2924304,1,1.0,0.17964052,0.36431947,-1,-1,0.0
33,True,False,21.689907456666447,8.677744150161743,29,0.27360848,7,1.0,0.054325502,0.36431947,-1,-1,0.0
34,True,False,3.8171002529280935,1.483459234237671,5,0.3247447,1,1.0,0.16012935,0.3125,-1,-1,0.0
35,True,False,3.973861243045891,1.8172309398651123,6,0.27896893,4,1.0,0.12007415,0.31193057,-1,-1,0.0
36,True,False,4.768747823901875,1.8435828685760498,6,0.34058428,4,1.0,0.12539957,0.31180274,-1,-1,0.0
37,True,False,4.33035412140693,1.7581250667572021,6,0.28772062,4,1.0,0.12963091,0.31319726,-1,-1,0.0
38,True,False,11.354743950134482,4.634886264801025,16,0.2719353,3,1.0,0.08543788,0.3125,-1,-1,0.0
39,True,False,1.7750518313569923,0.8640265464782715,3,0.28167692,3,1.0,0.23807204,0.31180274,-1,-1,0.0
40,True,False,1.86460856349122,0.8522250652313232,3,0.30093792,2,1.0,0.25374198,0.31180274,-1,-1,0.0
41,True,False,1.554614344188995,0.8740425109863281,3,0.23361675,1,1.0,0.2519677,0.36293277,-1,-1,0.0
42,True,False,9.536633629687136,3.1726014614105225,11,0.36377695,4,1.0,0.07660441,0.36431947,-1,-1,0.0
43,True,False,2.4710943535488834,1.1845877170562744,4,0.2973938,2,1.0,0.17083183,0.31180274,-1,-1,0.0
44,True,False,9.96975520015872,4.222241640090942,14,0.2842766,10,1.0,0.07549049,0.31319726,-1,-1,0.0
45,True,False,5.637823529873288,2.111335515975952,7,0.31454498,3,1.0,0.13558379,0.31180274,-1,-1,0.0
46,True,False,23.1248980308541,8.513139486312866,29,0.29425064,13,1.0,0.043949023,0.3125,-1,-1,0.0
47,True,False,7.349062269488855,2.6550421714782715,9,0.34187204,3,1.0,0.09406798,0.3125,-1,-1,0.0
48,True,False,23.41525439166998,9.56384825706482,32,0.26710048,12,1.0,0.04516433,0.36293277,-1,-1,0.0
49,True,False,1.7327704576054035,0.9400067329406738,3,0.28233764,2,1.0,0.27304193,0.3125,-1,-1,0.0
50,True,False,26.563109272497304,9.521512985229492,31,0.32125428,10,1.0,0.05904333,0.36293277,-1,-1,0.0
